qa_id,question,answer,context,is_question_valid,is_answer_correct
189861052771120906575021501507521801930,What was the unofficial name of the conference?,Big Seven Conference," membership remained unchanged until the addition of the University of Colorado in 1948 from the Mountain States Conference (a forerunner of the Western Athletic Conference). The conference's unofficial name became the Big Seven Conference, coincidentally,",1,1
217337651862270139174357052040571548320,What year did Kansas/Colorado meet in the Big 8 Conference?,,1) 1953: Kansas (10-2) 1954: Kansas/Colorado (10-2) 1955: Colorado (10-2) 1956: Kansas State (9-3) 1957: Kansas (11-1) 1958: Kansas State (10-2) Big 8 Conference 1959: Kansas State (14-0) 1960: Kansas/Kansas State (10-4 apiece) 1961: Kansas State (13-1) 19,1,2
134371536977055834699630713050293649937,What year was he born?,1904,"he remained a loyal supporter of the school. Born in 1904, the Barbourville, Ky. native attended and graduated from George Washington University in 1926. He was a congressional secretary from 1919-28, and he was admitted to the bar in 1926 and moved to Lou",1,1
227065831209170521258998460235588359315,How many seasons did Willis play for the Hawks?,nine,"tlanta Hawks. On March 11, 1986, he scored a career-high 39 points and grabbed 21 rebounds during a 128-116 win over the Denver Nuggets. In total, he played with the Hawks for nine seasons (plus two games of a tenth season) until 1994. Willis teamed with D",1,1
765522451743807606410525635807151742,What is the name of the er4?,,er 4,1,2
312264996877254002774844086225344147641,Who is on the Indiana Pacers All-NBA First Team?,Larry Bird,"Jazz Coach of the Year: Jack McKinney, Indiana Pacers All-NBA First Team: Larry Bird, Boston Celtics George Gervin, San Antonio Spurs Julius Erving, Philadelphia 76ers Dennis Johnson, Phoenix Suns Kareem Abdul-Jabbar, Los Angeles Lakers All-NBA Rookie Team",1,2
259249942889253438684256535387203731000,When was the company founded?,1988,"lis & Walker. The Atlanta-based company, which specializes in custom wear for big and tall men, was founded in 1988 by Willis and his former Michigan State teammate Ralph Walker. Professional wrestler Lex Luger revealed that Willis made him various suits i",1,1
102113093529108009229727093477758980900,Who is the cover athlete of NBA Basketball?,Allen Iverson, released in 2003 for PlayStation 2 and Xbox. Allen Iverson is the cover athlete of the game (and is his last cover). ESPN NBA Basketball is the predecessor to ESPN NBA 2K5 in the NBA 2K series. It is the penultimate NBA 2K game before being sold by Sega c,1,1
239702790272681537054099135825142477270,What team was the first to win a PBA title?,UTex,"ips were concerned. The year before, in 1978, UTex was the first team to do so when they beat Crispa for the title. San Miguel Beermen (1981-1983) Playing as ""San Miguel Beermen"", the franchise won the 1982 PBA Invitational tournament, defeating the Crispa",1,1
205003014428535789343414408042805936457,What was Gasol's career-high?,9 blocks,"ng. I thought Chicago was going to be the best fit for me. It's a great challenge, but I'm driven by challenge. I look forward to it."" On January 1, 2015, Gasol recorded a career-high 9 blocks, along with 17 points and 9 rebounds, in the 106-101 win over t",1,1
253365199271521958999806611149943452286,Which team lost their first game?,,"10, the Crispa-Floro Redmanizers and Toyota Comets clash for the first time in what could be the start of their long-storied rivalry. The Redmanizers hacked out a 139-133 victory to hand the Comets their first loss of the season and halted their seven-game",1,2
152013412741753735320783358366280616922,How many venues will the games be played at?,three,"eams. On July 30, the season resumed as planned, with the Utah Jazz defeating the New Orleans Pelicans and the Los Angeles Lakers defeating the Los Angeles Clippers. The games are to be played across three Disney venues at the ESPN Wide World of Sports Com",1,1
144854988505518872432511541869447992063,When did he record his eighth career triple-double?,February 27,"n the 2016 Eastern Conference All-Star squad. On February 27, he recorded his eighth career triple-double and first as a Bull with 22 points, 16 rebounds and a career-high 14 assists in a 103-95 loss to the Portland Trail Blazers. At 35 years old, he becam",1,1
64181603578573993215243357054765539861,When did the Arena open?,"April 9, 1950","Full name UW-Milwaukee Panther Arena location 400 W Kilbourn Avenue, Milwaukee, Wisconsin 53203 Broke ground November 3, 1948[1] opened April 9, 1950[2] Renovated 1998 owner Wisconsin Center District Operator Wisconsin Center District Surface Maple basketb",1,1
4025099428247350953175601058704388366,What was fed to their respective studios for calling and broadcasting?,live feeds,"ther commentators physically present to call bubble games. For regional broadcasters, live feeds were been fed to their respective studio for calling and broadcasting.[45] While most ESPN and Turner announcers were in the bubble, 79-year-old Turner play-by",1,1
310943050093829003041698700281580705640,What is the name of the college?,,"Athletics logo Neumann College Location: Aston, PA",1,2
225820057340673156925386462313226709334,How many consecutive weeks did there be zero players testing positive for COVID-19 leading up to the resumption of play on July 30?,two,"proven to be extremely effective at preventing the spread of COVID-19. Leading up to the resumption of play on July 30, there were two consecutive weeks of zero players testing positive for COVID-19. This streak was continued after play resumed, with five ",1,1
66842168613569139814455615061947866316,Who won the Most Valuable Player Award?,Ato Agustin,"arly 1990s San Miguel went titleless for the next two seasons, but in 1992, San Miguel defeated Purefoods in seven games to capture the All-Filipino Conference. Ato Agustin became a star on the San Miguel lineup winning the Most Valuable Player Award. Howe",1,1
250962498943068892254151833169178047309,What was the name of the company that he was in?,,"er used the opportunity to start a coffee shop in the bubble, where he charged $20 per cup. Butler was also one of few players to make the decision not to allow his family to visit in the bubble, stating that his time in the bubble was a ""business trip."" S",1,2
78822465534386271872812083382244288173,Who won the All Filipino Cup?,,"eague with Sunkist and Alaska dominating at the time. All superstars Allan Caidic, Samboy Lim, Ato Agustin were injured and to cover the scoring gap Alvin Teng was traded to Pepsi for Gido Babilonia and Victor Pablo after All Filipino Cup. Acquired Freddie",1,2
131287309927294744171687706361042691787,Where is Civic Center?,"Raleigh, North Carolina","Civic Center in Raleigh, North Carolina (19 games; 1978-1982) Crown Coliseum in Fayetteville, North Carolina (4 games; 1997-1999) Harnett Central HS (6 games; 1977-1980) South Johnston HS (2 games; 1976-1977) Cape Fear HS (1 game; 1969-1970) Camels in the ",1,1
285650087164398863997480437548579061192,What was the first NBA team to win a championship?,,"e 1980s, but rebounded in the 1990s, and in 1999 became the first (and to date, the only) former ABA team to win a NBA Championship. They have since won three more NBA titles, in 2003, 2005 and 2007. In 2003, the NBA Finals matched two former ABA teams, th",1,1
179676839799592406359747572397781892954,What was Patrimonio's retirement?,,James Yap's Entry and team signed PJ Simon 2.7.1 Patrimonio's Retirement 2.8 Purefoods Chunkee Giants (2005-2007) 2.9 Purefoods Tender Juicy Giants (2007-2010) 2.9.1 Notoriety 2.9.2 Long Road Back to Glory 2.9.3 Looking Towards a Bright Future 2.9.4 2009-1,1,2
234188239066119112978385112869898439836,When did the Hotshots era end?,2014-present,p 4.4.2 2014 Commissioner's: Mr. Everywhere era and 12th championship 4.5 2014 Governors': The 13th championship 5 The Hotshots era (2014-present) 5.1 Purefoods/Star (2014-2017) 5.1.1 2014-15 PBA season 5.1.1.1 2014-15 Philippine: Five-peat hopes ended 5.1,1,2
89329644591695450064457039309913637420,What happened to the site at the end of 2009?,,"s, Texas. It held 18,187 for basketball and 17,001 for ice hockey. It was demolished in November 2009 and the site was cleared by the end of the year.[3][4] Contents 1 History 1.1 About 1.2 Home teams 1.3 Closure 1.4 Demolition 2 Notable events 3",1,1
227958401821280054216793677439930526512,What was Pure Foods Corporation renamed to?,"San Miguel Pure Foods Company, Inc","rporation to San Miguel Corporation. The following year, Pure Foods Corporation was renamed San Miguel Pure Foods Company, Inc. The franchise continued to play under the Purefoods banner until 2010. Beginning 2010, the franchise played under other brand na",1,1
138137113045912043633941146112259389509,When did Williams retire from the NBA?,2003,"Magic three days later, effectively ending his basketball career. In his NBA career, Williams played in 456 games, scored a total of 2,884 points and averaged 6.3 points per game. Chronic knee problems forced him into retirement in 2003. Coaching career[] ",1,1
190108011963383071341114623634764884945,How many games did the Beermen win?,five,Beermen won the next five games; Johnson was suffering an injury and was temporarily replaced by Kevin Freeman. The Beermen finished with a 6-10 card and eighth place in the nine-team classification phase. Johnson returned in time for San Miguel against te,1,1
283456488499068972175932042058103704825,What was the franchise record for wins?,64,"uns finished the season with franchise record for wins, compiling 64 wins to 18 losses. Williams was selected for his second consecutive NBCA Coach of the Year award. On March 9, Williams was named the 2021-22 season NBA Coach of the Year leading the Suns ",1,1
103273471488014219557693324109060099309,What team won the Governors' Cup?,,"996 PBA season but was defeated in five games by the eventual grand slam winning Milkmen. In the Governors' Cup, Purefoods struggled as they fielded in several imports in hopes of reversing their misfortunes. After the season, Reyes left the Purefoods team",1,2
